,Eigenvalues Squared of Minima,Minima Found,Other Info,Parameters
1084,0,0,,"[4078.187908898308, -2034.0905483503138, 7855.040219402545, 5.005706391125337, 0.4046961848730827, 3.0122053809332674, 3.3024351852078038, -6.344178623234231, 3.184875695190078, 11.267658130340607, -12.194316881481681, -8.66813431570839, 5271.085878509039, -109585.4703627124, -6683.833035016607]"
1085,"[array([1000422.28629345,   38134.84028725,  106357.60621853]), array([1000422.28629345,   38134.84028725,  106357.60621853])]","[array([ -23.60449,   -1.93198, -193.58204]), array([ 23.60449,   1.93198, 193.58204])]",,"[-776.6886812313314, -8182.994310157248, 9356.082671001932, 4.069639512116067, 2.383753701728436, 0.12607860351055133, 4.214057081431136, 0.7272520908536837, 9.848528357936186, -0.39741788311061477, 0.41637895464601016, 2.9264098125847333, 10717.748138769472, -2368.4362896383973, -118153.53751242696]"
1086,0,0,,"[-887.0881357296239, 484.5162699536868, 4039.2406407206363, 3.7767381267674303, 1.1691288076002877, 2.1165088542103, 0.9597796498040339, 5.800945066816956, 8.117671380225438, -5.908878927318318, 5.644388443832643, -4.041065629644489, -119842.9499049692, -15524.559986299108, -126700.41281995067]"
1087,0,0,,"[7955.638045049676, 4797.253370075252, 3064.141102093541, 2.8005513155157367, 3.989111532255168, 2.1990297504322633, -11.502212929035412, 5.663803033009632, 11.886204006574875, -3.759352676265811, 1.00677401804235, -9.72498221831535, 42693.6017036112, -149239.4324735906, -220967.69082835288]"
1088,"[array([3445989.7809382 ,  202205.71690643,  350887.41515363]), array([3445989.7809382 ,  202205.71690643,  350887.41515363])]","[array([-279.36352,  452.87219,  -76.36277]), array([ 279.36352, -452.87219,   76.36277])]",,"[-7947.581884853456, 9021.716713198872, -9397.369113003435, 2.8102111846769433, 0.5438416009956336, 3.41268585391699, 9.390087128196768, 2.484037675212919, 9.994948870765882, -11.252020979564218, -7.52667778552546, 7.6200899918549005, 149091.5300754083, -78853.3752346618, -340892.34792598814]"
1089,"[array([785487.8471066 , 355725.41729446, 122995.71306193]), array([785487.8471066 , 355725.41729446, 122995.71306193])]","[array([ -64.28609,   63.61827, -113.70482]), array([ 64.28609, -63.61827, 113.70482])]",,"[-9388.407848098626, -1615.822418904232, 2372.114629124879, 5.768447732114114, 0.5397319846957199, 0.7588379979544613, -9.186359697941588, 6.514526591754812, 10.192351995053698, 8.104648831876041, 1.7206371866255612, 6.073087038841983, 210.37201592032216, 120717.0726080623, -297249.5062016676]"
1090,0,0,,"[-8411.043686369952, -727.8924921511898, 6170.3832316081025, 1.6403422311359919, 0.3328703409146071, 1.013636224858084, -2.832894097561793, 0.5860733027777218, 2.135341683963473, 7.407990217047278, -12.104147482198563, -7.717165617206487, 67082.86512044139, -51183.64488630886, -368076.39714149473]"
1091,"[array([888782.46090998,   5839.66037489, 384930.28776261]), array([888782.46090998,   5839.66037489, 384930.28776261])]","[array([-80.57445,  78.66702, -97.84789]), array([ 80.57445, -78.66702,  97.84789])]",,"[-6358.067183267646, -8572.577136485459, -3196.690407756362, 1.8381204060437164, 2.012238876149879, 5.907569064081602, 4.493482056582046, -6.819826288774715, 9.346141166125953, 11.877961122904665, 4.178851453986653, -11.213613967743731, 95491.90639120873, 105443.47581464652, -110417.85768969893]"
1092,"[array([271119.70788689, 700317.310119  , 790073.80127359])]","[array([-108.48295,   -5.12235, -104.29107])]",,"[4180.203866235654, 9858.11456070227, 6210.701125548188, 3.1969842313233765, 2.1943605112027416, 4.104623003455256, -1.4070005966834707, 2.2115574329706256, 5.976054701590877, 11.040999648182797, 4.733104285363389, 3.6375294338360185, 110772.32922646403, -132824.8670681614, -371347.0382901546]"
1093,"[array([ 38171.72920065, 476696.60548797, 269158.64953596]), array([819961.52687569, 628363.45080938, 201173.14724042]), array([819961.52687569, 628363.45080938, 201173.14724042]), array([ 38171.72920065, 476696.60548797, 269158.64953596])]","[array([-102.34824,  -14.1365 ,  -16.52361]), array([ -0.36869, -98.46731, 105.10877]), array([   0.36869,   98.46731, -105.10877]), array([102.34824,  14.1365 ,  16.52361])]",,"[4546.426780989177, 8038.676451744785, 424.36976201337166, 0.3112736346199901, 5.348727125426818, 3.809247673423544, 9.442751495032141, -1.7000562158249144, 10.422465211065845, 10.537281075979912, -2.4268215774370923, 4.600536262014629, -70986.53700199179, 93603.56451665479, -64009.655089265434]"
1094,"[array([839864.82103573, 661699.47614545, 572239.49761591]), array([839864.82103573, 661699.47614545, 572239.49761591])]","[array([-104.15293,    6.1127 , -106.50951]), array([104.15293,  -6.1127 , 106.50951])]",,"[-4647.52701498242, 3138.979654144281, -4014.88509853255, 4.511809809294451, 0.3717387983392273, 3.94325775557891, 7.533902440945269, 8.346209724502476, 1.6044163962954574, 8.882608487424555, 5.527348649506941, 4.372200226369884, 102070.99748212518, -61663.82422888932, -328473.44392651675]"
1095,0,0,,"[2629.0085424145, 8969.206327366024, 1761.0194446933583, 4.1736367004599195, 3.061422873831366, 2.3231886765135097, -3.843340586141176, 6.5113155592723615, 7.800631834293927, -8.57049031728269, -9.448661219900442, 1.2158456242578257, -110642.75647848124, 1919.541354784189, -41155.7283801554]"
1096,0,0,,"[-4124.702448863509, 6360.012120567735, -2276.946333663008, 1.7348057606257783, 4.226568348304251, 3.996807684710303, 3.388355247785448, 5.825699563223935, -6.190769132270628, 1.0132253340931303, -2.3526906168037947, -5.676515260187178, 133084.39027752134, -92798.58005300582, -376319.12842389086]"
1097,"[array([539163.48568601, 327402.37776313, 162104.37648167]), array([ 32608.63818874, 399610.72471446, 252924.9780456 ]), array([ 32608.63818874, 399610.72471446, 252924.9780456 ]), array([539163.48568601, 327402.37776313, 162104.37648167])]","[array([-86.67534,  10.20238, -97.24257]), array([-59.30229, -88.68767,  17.98249]), array([ 59.30229,  88.68767, -17.98249]), array([ 86.67534, -10.20238,  97.24257])]",,"[-282.7062594362378, 5006.730835511291, 6227.191614122319, 3.3042751079220305, 2.3607606520478797, 3.089045602675556, 7.108506182391128, 10.108832408317575, 4.545462328540248, -1.376577805158055, 0.8219945936729545, -1.5135402406634508, -124333.72283277662, 140599.95257270173, -154226.28696232216]"
1098,"[array([4017116.394411  ,  662656.97505097, 2292219.00941215]), array([4017116.394411  ,  662656.97505097, 2292219.00941215])]","[array([-237.59817,  -18.01433, -318.20492]), array([237.59817,  18.01433, 318.20492])]",,"[7972.718416688756, -4784.585149111409, 8716.18305458174, 5.584105500458237, 4.625327268415085, 1.7727026958753866, 12.07354034560619, 6.9961215274247746, 7.21868027527762, 4.183739327691331, -4.791686434815112, -11.19105568047133, -63985.667057567625, -82291.64119001225, -333221.89369191177]"
1099,0,0,,"[6705.084973359313, 2130.190044989895, -1853.173089077165, 4.3465668648373965, 1.0419047283587564, 2.0001873149742453, -9.917318652572915, 4.151798563648159, 7.478427293982206, -4.208169161200514, -10.754982226378226, -3.704695694409322, 52836.26080396763, -28275.140196086562, -374422.7013932586]"
1100,"[array([2239679.78219389,  148829.46787991, 1012768.04006977]), array([865590.03592358, 573706.95244288, 318590.12992651]), array([865590.03592358, 573706.95244288, 318590.12992651]), array([2239679.78219389,  148829.46787991, 1012768.04006977])]","[array([-209.4306 ,  191.93234,  -27.15403]), array([-134.21077,  -26.118  , -134.51971]), array([134.21077,  26.118  , 134.51971]), array([ 209.4306 , -191.93234,   27.15403])]",,"[1488.2503300107, 5755.579789161795, 7647.177419310719, 2.829060393569413, 3.5309163832405854, 3.166621177776329, -4.653698935914096, 10.136808077332827, 12.098870484371723, -0.679072390389587, 3.764023815637806, -10.202068773033426, 73644.35491949809, -133488.57874341967, -275925.8631914006]"
1101,"[array([391406.72315815, 212725.66566158, 177190.64560903]), array([391406.72315815, 212725.66566158, 177190.64560903])]","[array([-26.17199,  72.27717,  40.7225 ]), array([ 26.17199, -72.27717, -40.7225 ])]",,"[-1320.4689604927516, -3659.9255058102535, -6251.014066737873, 5.6888516812778605, 1.696169652020759, 5.293059866568133, 9.385721585947678, 8.535757415907117, 10.01981973486803, 10.794534074369366, 7.316857685603452, -0.6856876112586932, 117825.2494275691, -142559.4899394557, -42006.48182370269]"
1102,0,0,,"[-1076.6099381074218, -1673.0775571619488, -7841.550672409146, 3.8568769181304075, 3.9982206264900477, 5.462200404826276, -3.8710887595917463, -4.304715757120693, 11.29675051352713, -7.913639534587664, 0.8743974752729855, -2.4228498057314685, -105132.1195361464, 122722.21089262608, -219911.38396582313]"
1103,"[array([554383.72172234, 389310.0467805 , 111674.65219278]), array([554383.72172234, 389310.0467805 , 111674.65219278])]","[array([-72.82243,  82.53229, -54.45003]), array([ 72.82243, -82.53229,  54.45003])]",,"[5661.991711862449, 4416.316699260817, -6973.739374298164, 5.03778878048367, 0.799493781591901, 0.2906518200216003, -2.1214401961814797, 8.368724778179256, 11.365219119993935, 9.089917176929546, 3.481365290776111, 4.645596014993998, 128962.09064591257, 65686.88483695147, -186239.26455169465]"
1104,"[array([ 680224.76798492, 2646746.49363151, 2191894.94139577]), array([ 680224.76798492, 2646746.49363151, 2191894.94139577])]","[array([-213.42759,  -19.90163, -289.25115]), array([213.42759,  19.90163, 289.25115])]",,"[-9922.500925113074, -6572.738750358147, 8169.422370652112, 4.367855062073479, 2.450240392185553, 1.3448774035831357, -4.492331782294158, 4.6013243646154685, -4.805292909344611, 8.715095027294069, 6.3601336348769735, 2.955074257018401, -138616.91242598085, -51561.31903342613, -366355.5682193164]"
1105,"[array([ 259791.76816464,  997167.27145596, 1195415.67657656]), array([ 259791.76816464,  997167.27145596, 1195415.67657656])]","[array([-111.97792,    2.47815, -223.78995]), array([111.97792,  -2.47815, 223.78995])]",,"[-315.31610909628944, -3219.2518089703517, 3977.825307512987, 4.383838791547407, 0.6052143042840021, 0.3144966802715832, 4.702000543504006, 2.261947738117472, 1.2825869705858928, 4.04235392432745, 7.411290010136639, 2.0401955503416627, 19528.480412882665, 3457.5859038347553, -276707.66292540677]"
1106,0,0,,"[9649.873193146883, -2958.8126654114412, -7424.914152238729, 0.24373231489404737, 2.900625366074758, 3.7137393218124513, -1.302641300729853, -7.553277372728732, 9.511553683700196, 1.1824231061181916, -9.814907357287565, -3.1249937475639182, 114994.65907764644, -129627.50102277969, -23105.315119247243]"
1107,0,0,,"[-9855.19418810207, -5922.468017645941, 2422.352318820009, 0.16956282917918045, 2.2979514645795693, 1.8912228545920553, 0.8346978193442958, 4.250598193401531, 7.402600664066888, -10.984246454808774, -1.5659848135722942, -8.97064230391934, -92851.67321690352, 112497.59589658253, -164725.39220412305]"
1108,"[array([4088669.2069173 ,  223247.2615953 , 2145885.41533754]), array([ 114822.89094014, 1932229.63321975, 1184078.42158434]), array([ 114822.89094014, 1932229.63321975, 1184078.42158434]), array([4088669.2069173 ,  223247.2615953 , 2145885.41533754])]","[array([-254.44291,  280.48764, -348.75527]), array([-175.1584 , -203.18236,  256.82095]), array([ 175.1584 ,  203.18236, -256.82095]), array([ 254.44291, -280.48764,  348.75527])]",,"[-7208.954946296213, -1185.7969920722117, 3442.1036563192447, 5.773513632785204, 2.461311888195584, 1.6198853225667484, -7.826067654238369, -7.427788267785053, 1.7399749140253995, 4.991748541328622, 6.51143781587875, -5.886134032230944, 42653.7091006187, 119295.36348246876, -5812.956976156449]"
1109,"[array([ 87492.19051014, 255237.03083152, 347821.5471209 ]), array([ 87492.19051014, 255237.03083152, 347821.5471209 ])]","[array([ -78.21945, -105.74245,   27.17894]), array([ 78.21945, 105.74245, -27.17894])]",,"[-4517.646679410268, -6108.302957150165, 8771.092595676255, 2.9966037808197545, 1.0327398800885532, 5.840878324848083, 11.8037007591846, 11.38501838048629, 2.916477249159426, -12.47477137813117, -2.8452180571579557, 4.091953517987534, -58856.630462450135, 74989.67556214126, -5317.899678459275]"
1110,0,0,,"[-4374.90355839677, -9557.233160821432, 2172.653974420551, 4.9773519763622245, 0.2827706491657851, 5.883905891650766, -2.7352740164416876, -0.39578396591789744, 10.475096977052498, -5.397866295560463, -3.7686867876605845, -11.487699552948493, 48022.92682680322, -20077.37164218833, -237934.3282137775]"
1111,0,0,,"[-4447.796675842635, -8857.67916615484, -9024.056986670024, 1.3431497199403595, 0.995102606088666, 1.4034034543045948, -8.705081942511132, -0.8264792396814897, -7.610574708123843, -5.968928668270362, 0.8008556202032651, 5.446593550342243, 26290.385424679815, -9850.523542964424, -82518.29813190608]"
1112,0,0,,"[9745.849715567721, 4292.687346081435, 895.1317979576306, 1.6208858898040497, 3.4227903702005595, 5.439336138774517, 2.300762727080551, 11.289619718826675, -3.3682214730751827, -12.235929233583017, 1.98795153182221, -11.282231452590075, 140514.2896829273, -92432.2384682164, -198819.14459021448]"
1113,0,0,,"[-7697.292683617121, 3478.866027954664, -5230.199150651789, 1.0923083090457166, 4.6614476051323885, 3.6013047447439757, 11.439953320762058, -3.633603642618958, 3.655796948715132, -6.2190112974915035, -7.99637964451474, 0.9234208726592676, 53508.72879535545, -2725.889065054391, -163906.30957933216]"
1114,"[array([ 80665.91138294, 418794.45994345, 492564.07079732])]","[array([-85.64355, -16.78288, -50.07762])]",,"[3438.3246791991096, 4327.237692661909, -9073.964601668498, 0.6692709201135522, 2.3767628609189306, 5.57343823820818, 10.942737199426695, 11.085204597332698, 10.799989965745858, 10.147317780500416, 4.817600720117184, 6.713704636955164, -27994.11704430326, -80537.84405505532, -182984.09521394805]"
1115,"[array([1357357.31943754, 1116021.62909462,  190869.07935934]), array([1357357.31943754, 1116021.62909462,  190869.07935934])]","[array([-128.03382,  166.91866, -136.99637]), array([ 128.03382, -166.91866,  136.99637])]",,"[-2464.5957568733647, 8576.484105810909, 4535.95249352145, 5.350008897627853, 2.059812483223992, 4.644934141710612, -2.994158951452274, 0.05798270146110873, 7.664594341099415, 3.4779468165294674, -6.2683444498005105, -1.4830513384345263, 146437.16882674425, -142758.2411264914, -396083.8783627133]"
1116,"[array([5183183.78048491,  326518.04532982,  637897.80923462])]","[array([-267.9228 ,  -33.22163, -281.50006])]",,"[-8788.450855717732, -6300.652222343022, -3292.5083097811284, 4.671219496485725, 2.226657956109862, 3.8883236270546284, -5.098577605617526, -7.057043510058474, -1.715355814025294, 12.002351446840166, 4.553973490441301, -5.713869885849356, -87995.17076447885, 10949.569683292852, -176778.3683132103]"
1117,0,0,,"[-8452.487900867414, -9999.503472419114, 9172.793414777741, 0.5319048836542675, 2.0319186852279683, 1.513165137524522, -10.000395907141568, 2.299834326188739, 1.1625812669480684, -8.735074787589712, -1.0938933267730189, -11.401846039941585, -64961.09512305874, 134828.17576070776, -116037.98668549367]"
1118,0,0,,"[-9295.11893935395, -6325.458422812751, -1905.2022684140793, 4.206711460972285, 3.521974077964639, 5.094707971635888, -9.45335359693092, -6.861346468920879, -5.961032820716989, 6.88086588349665, -0.5882808498917313, -3.588641187961157, -50970.33823714801, -74893.54143647998, -156125.72023881372]"
1119,0,0,,"[-2313.3768840104203, -5644.63715395322, 8276.834064676452, 3.673501959208461, 5.330699547154427, 0.540251391822357, -8.257458159929008, 12.407637267866743, -4.955340577449186, 11.95853894218677, 0.21938380622800402, -6.072214274820157, -95421.35984360037, -72331.99854267854, -29114.28708131303]"
1120,0,0,,"[-7793.150503711068, -4113.067012067204, -1963.1531841656206, 2.269668779744763, 2.462191964683355, 3.0345774778083605, -5.4440495380658795, -5.326289679335927, -7.356803467268865, -5.980453826168813, -2.15625019570842, 0.05235706278565999, -7794.657848424482, 59399.82366992129, -60531.26863173186]"
1121,"[array([  9648.30220551, 939071.61596159, 496851.49275983])]","[array([-143.88079, -119.57547,  -67.28169])]",,"[-4317.683687411953, -8007.659350513425, -7374.702283818582, 1.9189414998927705, 4.807335041836181, 5.35074637536277, 3.968620791733244, 7.874510829476108, -2.43522755098485, -10.481863043680075, -7.307480875179037, 7.361051227846417, 17101.679089049634, -83536.22673116947, -85730.90198749711]"
1122,"[array([1579017.24810986,  177169.13264805,  399158.42720987]), array([1579017.24810986,  177169.13264805,  399158.42720987])]","[array([-136.10202,  157.9463 ,   42.90799]), array([ 136.10202, -157.9463 ,  -42.90799])]",,"[-690.4127054148685, 3611.0442767027635, 3143.4392947908054, 5.645149389730423, 3.6109016538591847, 4.383118880709657, -8.467265959197544, 0.5858731236130943, 3.589391714131377, 1.5762640507794359, 1.6314789434007757, 1.6928739138991578, 88315.15994687096, -109960.9876696621, -22841.428384952364]"
1123,"[array([856222.16088632, 338532.69309211, 520588.06701191])]","[array([ -86.80901,  -49.03007, -103.94735])]",,"[6794.698906378584, -6187.829962026912, -3171.558912838377, 4.931705778929736, 4.821403013059003, 3.5269698993510805, 12.483859637370795, 11.867446549807603, 0.8013166464645707, 8.580763042432409, -7.2269718750778145, 2.647292742429528, -113929.72771555715, -129609.00967468499, -205876.1588347921]"
1124,0,0,,"[-9230.077965209592, 5705.406545976755, 8265.362607876952, 4.089472303847594, 5.987428310074867, 4.513000762400142, -2.898458099451929, 8.576368709311481, 9.93589479740097, -8.689786183351536, 3.096712671782761, 5.3729682439320605, -72616.69706232897, -47536.476229397755, -346295.05500563147]"
1125,"[array([867871.02445342, 334576.27894191, 570643.73854933]), array([867871.02445342, 334576.27894191, 570643.73854933])]","[array([-82.09146, -88.92771, -73.11895]), array([82.09146, 88.92771, 73.11895])]",,"[5205.10858375003, 8580.813368371262, -4858.753151999899, 5.813936430406343, 4.588642994160103, 4.091465554307556, -8.203395944668282, 12.537817696499655, 12.547498987896134, 6.566476571210021, -5.9640955767011, 7.994948928757157, -77356.94232524645, -127467.4775598458, -287725.0902924541]"
1126,0,0,,"[-943.3238275096774, -4098.751441037259, 3760.5436054176025, 0.6660318075437959, 1.535548092426701, 2.553902019203934, 2.3093008525361665, -1.011835808319696, 1.861399148444347, 1.2070948392810532, 5.025574884446463, -11.015757429802575, 123949.09101880109, 102967.37648643123, -159144.3126809741]"
1127,0,0,,"[3316.9491777316452, 3900.5462784862084, 9902.933453986458, 0.16088797329247057, 4.8507828249576415, 5.774230325867176, 6.051066184994255, 5.885019618441229, -7.2370484760234115, 7.376159124809217, 5.792509083645761, -3.7729161170434047, 13931.601336862106, -130948.49205339875, -35257.640766187804]"
1128,0,0,,"[-2011.380787614008, 3372.1089113232483, -4623.677287310644, 0.7748711265752348, 2.4883105847650056, 5.14541692389972, -11.225172357213715, -7.282338724137533, -7.5265854438674715, 4.806306243411047, -12.329778231971693, -9.017480839406904, 142487.1682091576, -138245.72825368447, -104599.77287103201]"
1129,"[array([893558.38269897, 766828.24328272, 625854.18460772]), array([893558.38269897, 766828.24328272, 625854.18460772])]","[array([-115.44631,    7.04237, -117.7348 ]), array([115.44631,  -7.04237, 117.7348 ])]",,"[7983.390867458176, 9353.992149942624, 4337.344898299401, 4.2130178295521805, 1.1273190788506542, 3.6196277694649948, 11.752333190096653, 9.198217180878984, 7.503930582632766, -1.4680969926270961, 7.033354619554483, -1.503749734058914, 89337.10839183524, -45392.60468788627, -363345.77087770414]"
1130,0,0,,"[-3170.3344517473206, -6596.192288695887, 5500.379676231116, 1.2345616924756482, 1.5668401060388, 1.3393167705803337, 8.92177239847393, 0.9277523414548732, 11.32336471764824, 10.415012783554861, -12.183081124183527, -9.8916074649477, -118793.41988695353, -88155.44552423572, -338840.4360436515]"
1131,0,0,,"[-1489.4499645517499, 8140.918372260196, 8561.551621479939, 5.572925109493331, 0.4846493314390681, 1.323915456795546, 1.409168080179386, -5.44022071815345, 12.218275151741846, 10.272595668087138, -3.510355798485847, 7.523512166487613, 64794.03410911368, 93664.160748294, -365027.5731024189]"
1132,0,0,,"[7780.746503836439, 4223.701779810737, -7663.876076189716, 2.652094712166301, 5.5153813975479675, 0.34088397985856456, -11.093591635189624, -6.95658805067742, 9.87987880189316, -1.119136099640917, -0.4154870751657054, -5.567062241130566, 9202.380787578615, 93672.54075228574, -58273.51937090984]"
1133,0,0,,"[711.2184552844992, 1553.9801400895121, 69.09422577932492, 0.23576313159364565, 5.262419966456821, 2.7163127364125117, -6.929710952354977, -1.1263896936705322, 4.960792240560707, -11.621502311587653, 5.228991963847189, 3.0493617196303227, 30933.804628039594, -55508.32635779123, -187496.97909065546]"
1134,0,0,,"[3989.934731302488, -6312.644629657664, 656.0360384135838, 2.1326778390157966, 1.2713101714428638, 5.019682702392424, -11.280136439569882, 4.2738700758502315, -5.438350664173487, -0.804931836374621, 2.2593921633632164, -8.313673966563023, 68876.38743364747, 123592.50566319365, -133489.95575281553]"
1135,0,0,,"[4785.930627882353, 3426.485969804651, -8582.328693598694, 1.6091904702434356, 5.973023522074348, 4.466053002769834, -1.8213202556408241, -7.803573330943761, -6.637551028196617, 3.601462740150847, -11.04008739017868, -6.647202149766591, -80753.41024652684, 84384.26289310181, -370976.15798517293]"
1136,0,0,,"[-826.969107677849, -2663.2713127724237, -977.3310673993601, 3.8707090245880686, 4.132956444032664, 0.30364170065927154, -3.5489743209560114, -5.550823481553263, 6.1477119153336055, 1.6215593116107385, -9.900295605262375, -11.486275636345434, 54110.59676063209, -25156.242560086146, -218132.10952579998]"
1137,0,0,,"[-8032.202350965085, 7956.667898708882, 3276.8592764830973, 0.9807084251569337, 2.9881485651879305, 1.9012140822885952, 10.730027913042996, -0.778411338253223, 5.6562729325854715, -7.495203558689773, -9.67178818825871, -6.649676072692822, 146253.98577351664, 139793.5230423786, -313017.40368812473]"
1138,"[array([1136575.06350476,  417256.84355781,  162755.90315607])]","[array([-124.26622, -131.18177, -149.2536 ])]",,"[-4989.321956632262, -2695.1180115096604, 7122.580262846444, 3.615122263061777, 2.2531203793208, 3.8360714893109873, -7.246811682522743, -2.2728179297281317, -0.7029876115376501, 8.118329353594028, -1.1437659816712014, -2.3760359979977146, 210.2466005855822, -31094.586998304396, -105168.33750659961]"
1139,0,0,,"[-316.67005808001886, -1003.3918890124896, -1682.0978637969383, 4.655014198497922, 2.1962710670960965, 0.9913853900789048, 3.2340764283787866, 3.5866256170955246, -3.3063734696495244, -12.036385249732579, -5.790394943573987, 1.4293446914502255, 22190.60954532097, 122999.78284098383, -388427.42580834724]"
1140,0,0,,"[-4535.901822208157, 9201.406946216219, -5374.301898908116, 0.4215553970203, 0.8644991398077735, 5.5405052751324595, -3.5710097340680385, -4.217464843514002, -3.116663573131161, 2.497283658297764, 7.024639686895679, -5.001510585459259, -19025.129489109968, -118639.37601133078, -127061.17876455636]"
1141,"[array([889329.63615348, 136771.39806066, 329464.55653003]), array([889329.63615348, 136771.39806066, 329464.55653003])]","[array([-202.03036,  243.76955,  -68.23184]), array([ 202.03036, -243.76955,   68.23184])]",,"[1245.7123424771235, 1954.7267792242274, 6056.486542695817, 0.45512429675758437, 0.4799978065870586, 3.0872296909970958, 9.246329559102833, -2.9814756403228886, 1.3597958578258744, -8.834701577077023, 2.3384455630858394, 5.636793651065634, 134632.13349850551, 93669.26235163622, -69388.94203152647]"
1142,"[array([250534.91198327, 135661.74486716,  33254.80571214])]","[array([-46.69054, -27.14097, -47.16189])]",,"[7191.1358502013645, -2960.562384045893, -9816.674833598881, 4.534976780463255, 3.9648616216378096, 5.698418650347139, 6.969265207153594, -1.1246162394506163, 9.455683865219694, 9.947537991994963, -3.0004325268723164, -6.248871616919353, -7911.5205284063995, -34184.290239306414, -59155.14040682983]"
1143,0,0,,"[7979.811539161292, 2460.0376150895827, -8519.16648399907, 1.4410149977360427, 2.1022835143462464, 1.6046246093143963, 10.532671193030954, -4.0373956038323815, 9.450324875674305, -6.936757999715515, -11.103549442524033, -7.52199053516399, -50172.85451150563, -9719.318813496066, -59064.895393216924]"
1144,"[array([1128333.19400488,  663040.03171469,  169425.27566651])]","[array([ -80.27222, -128.89236, -111.78567])]",,"[3701.222135998649, 5303.710011717378, -7892.07948873776, 3.154341121464125, 3.474500538820277, 4.802627977341256, -5.170423245721033, -1.230971005650039, 8.482817099566237, 8.030893267789065, -4.957244800664886, 5.631557086741363, -104560.76407759078, -43090.923850552615, -254058.73892339665]"
1145,"[array([ 133354.95701373, 1118174.00271342, 1622017.5585784 ])]","[array([ -40.60682, -165.8106 , -258.35844])]",,"[-9891.732555810246, -7315.839416244498, 7474.686179344884, 1.7115866199462566, 4.9844762952955115, 0.8747520796518985, -0.7038466510970434, 8.866013257399981, 9.618277351372555, 5.1278721041847355, -12.165055348763333, -3.4847147085045727, -128805.88545399763, -67654.93886205257, -89147.73021446634]"
1146,"[array([220279.63321996, 432113.02607333, 363113.34742172])]","[array([-61.55873, -37.4846 , -63.20008])]",,"[-6781.673624671743, -7806.825867769485, -3062.0514581074312, 4.413041209095955, 4.227539627647728, 5.333423707764361, 6.0236040187366875, 10.635902503825132, 9.97453119484113, 8.902784466090658, -4.0183659976601405, 4.547871250868262, -67886.5259103715, -55680.34998623263, -191958.06446795104]"
1147,0,0,,"[-8060.868513563031, 5515.410837506248, -4011.163499288581, 2.9269789322366417, 3.316726503982715, 2.601003015127827, -1.9692978238416394, -3.686281937749059, 1.7118740385978342, -12.390737526495698, -12.242634970946108, -12.141759447074334, -66979.93234275452, 37306.02551313114, -265364.65526141616]"
1148,"[array([1506021.62812205,  207016.72584163,  573885.10164577])]","[array([ -10.21679, -310.36384, -170.97401])]",,"[-7199.386745660948, 9976.916310399472, -5109.420808306053, 4.100395912283738, 0.17193289288166283, 1.2989788201279888, 11.805741292550653, 3.368798717140052, 9.071293071398404, -5.348746821875805, -2.7927700208068753, -5.1039633947087175, 2868.057457581308, -147784.48041408678, -94363.2358851831]"
1149,"[array([1338188.39161667,  408639.01909353,  197442.65625079]), array([1338188.39161667,  408639.01909353,  197442.65625079])]","[array([-130.77455,   67.90971, -124.36282]), array([130.77455, -67.90971, 124.36282])]",,"[5042.433957029078, 9794.021566491618, -3310.2855191282933, 5.370787183827637, 3.5877939349439174, 4.715511787919168, -10.350048688069238, 2.0630989591340434, 6.809472244128436, 11.546700889501757, -2.4828578440305478, -10.551193714014495, 117616.41444687598, -82975.90785952455, -201415.38587937542]"
1150,"[array([167169.12322981, 596933.71367947, 427668.32988978]), array([167169.12322981, 596933.71367947, 427668.32988978])]","[array([-105.29977,   74.35729,  -71.70461]), array([105.29977, -74.35729,  71.70461])]",,"[-2065.3553742454014, -2363.9155611246033, 1053.6120059100303, 2.543017630108421, 5.286774232926996, 3.4562184998211345, -9.74039145567819, 0.06545613592887634, 10.647901255898674, 6.657678495080603, -0.2598383473491257, 1.3438703617575474, 54817.53627626566, -27314.392296361344, -245879.9050913801]"
1151,0,0,,"[1577.0527924194666, -5569.087354532409, -8855.239019638257, 1.0109817232220695, 2.8701518399867805, 2.0801817031660965, -7.260321841891112, 5.4154859345355035, 4.333388326280195, -6.326053039737527, -4.707514308586088, -5.601175976833103, 119175.7137437354, 88711.74330027925, -84325.76985081844]"
1152,0,0,,"[-6454.16119779938, 1343.299803735099, 993.2217699985467, 3.3197200801376314, 5.626129854194195, 3.669109810587777, -11.329021940979592, 2.360775649576821, -6.62604791651581, -4.807530349815137, 4.541771035510678, 2.9068193179496937, -90927.31829380043, -114918.02458806257, -350434.0226914568]"
1153,0,0,,"[7213.338411121946, 7039.315261901786, 9703.963703201134, 5.2825612811574185, 3.3217946933487004, 2.6840222756793866, -6.9408617554532706, -4.251561161963914, 10.59747259967489, 11.202261094547719, -4.154211517041787, -11.259482147888153, -105925.72392217659, 67688.56320025091, -393435.34624343953]"
1154,0,0,,"[445.0860989517005, 1471.4619436676203, 3974.8824361095485, 4.716167701130747, 1.3629430856337081, 3.0184617077778246, 10.073551505056873, 11.169517401622791, 0.9614613178596372, -5.711868024584234, -4.1712266661293835, -9.50154786193198, 72535.28451725942, 106983.26768534462, -378267.072038015]"
